_id,opportunityId,currentOpportunityStatus.name,currentOpportunityStatus.updatedAt,updated_at,factFindSent.date[0],updatedAt,deletedAt,assignedUserId[0],assignee[0].name,assignee[0].avatar,assignee[0].email,opportunityName,created_at,opportunityStatusHistory[0].oldStatus,opportunityStatusHistory[1].oldStatus,opportunityStatusHistory[2].oldStatus,opportunityStatusHistory[3].oldStatus,opportunityStatusHistory[4].oldStatus,opportunityStatusHistory[5].oldStatus,opportunityStatusHistory[6].oldStatus,opportunityStatusHistory[7].oldStatus,opportunityStatusHistory[8].oldStatus,opportunityStatusHistory[9].oldStatus,opportunityStatusHistory[10].oldStatus,opportunityStatusHistory[11].oldStatus,opportunityStatusHistory[12].oldStatus,opportunityStatusHistory[13].oldStatus,opportunityStatusHistory[14].oldStatus,opportunityStatusHistory[0].newStatus,opportunityStatusHistory[1].newStatus,opportunityStatusHistory[2].newStatus,opportunityStatusHistory[3].newStatus,opportunityStatusHistory[4].newStatus,opportunityStatusHistory[5].newStatus,opportunityStatusHistory[6].newStatus,opportunityStatusHistory[7].newStatus,opportunityStatusHistory[8].newStatus,opportunityStatusHistory[9].newStatus,opportunityStatusHistory[10].newStatus,opportunityStatusHistory[11].newStatus,opportunityStatusHistory[12].newStatus,opportunityStatusHistory[13].newStatus,opportunityStatusHistory[14].newStatus,opportunityStatusHistory[0].updateDate,opportunityStatusHistory[1].updateDate,opportunityStatusHistory[2].updateDate,opportunityStatusHistory[3].updateDate,opportunityStatusHistory[4].updateDate,opportunityStatusHistory[5].updateDate,opportunityStatusHistory[6].updateDate,opportunityStatusHistory[7].updateDate,opportunityStatusHistory[8].updateDate,opportunityStatusHistory[9].updateDate,opportunityStatusHistory[10].updateDate,opportunityStatusHistory[11].updateDate,opportunityStatusHistory[12].updateDate,opportunityStatusHistory[13].updateDate,opportunityStatusHistory[14].updateDate,opportunityStatusHistory[0].daysInOldStatus,opportunityStatusHistory[1].daysInOldStatus,opportunityStatusHistory[2].daysInOldStatus,opportunityStatusHistory[3].daysInOldStatus,opportunityStatusHistory[4].daysInOldStatus,opportunityStatusHistory[5].daysInOldStatus,opportunityStatusHistory[6].daysInOldStatus,opportunityStatusHistory[7].daysInOldStatus,opportunityStatusHistory[8].daysInOldStatus,opportunityStatusHistory[9].daysInOldStatus,opportunityStatusHistory[10].daysInOldStatus,opportunityStatusHistory[11].daysInOldStatus,opportunityStatusHistory[12].daysInOldStatus,opportunityStatusHistory[13].daysInOldStatus,opportunityStatusHistory[14].daysInOldStatus,opportunityStatusHistory[4].data.eventMeta.device,opportunityStatusHistory[0].data.eventMeta.device,opportunityStatusHistory[4].data.eventMeta.platform,opportunityStatusHistory[0].data.eventMeta.platform,opportunityStatusHistory[4].data.eventMeta.browser,opportunityStatusHistory[0].data.eventMeta.browser,broker.name,broker.avatar,broker.email,broker.phoneNo,brokerId,leadSourceId,loanAmount,opportunityInfo.emailAddress,opportunityInfo.fullName,createdAt,lcr.ffSent,opportunityStatusHistory[1].data.userAgentInfo.device,opportunityStatusHistory[2].data.userAgentInfo.device,opportunityStatusHistory[3].data.userAgentInfo.device,opportunityStatusHistory[4].data.userAgentInfo.device,opportunityStatusHistory[5].data.userAgentInfo.device,opportunityStatusHistory[6].data.userAgentInfo.device,opportunityStatusHistory[7].data.userAgentInfo.device,opportunityStatusHistory[0].data.userAgentInfo.device,opportunityStatusHistory[8].data.userAgentInfo.device,opportunityStatusHistory[12].data.userAgentInfo.device,opportunityStatusHistory[1].data.userAgentInfo.platform,opportunityStatusHistory[2].data.userAgentInfo.platform,opportunityStatusHistory[3].data.userAgentInfo.platform,opportunityStatusHistory[4].data.userAgentInfo.platform,opportunityStatusHistory[5].data.userAgentInfo.platform,opportunityStatusHistory[6].data.userAgentInfo.platform,opportunityStatusHistory[7].data.userAgentInfo.platform,opportunityStatusHistory[0].data.userAgentInfo.platform,opportunityStatusHistory[8].data.userAgentInfo.platform,opportunityStatusHistory[12].data.userAgentInfo.platform,opportunityStatusHistory[1].data.userAgentInfo.browser,opportunityStatusHistory[2].data.userAgentInfo.browser,opportunityStatusHistory[3].data.userAgentInfo.browser,opportunityStatusHistory[4].data.userAgentInfo.browser,opportunityStatusHistory[5].data.userAgentInfo.browser,opportunityStatusHistory[6].data.userAgentInfo.browser,opportunityStatusHistory[7].data.userAgentInfo.browser,opportunityStatusHistory[0].data.userAgentInfo.browser,opportunityStatusHistory[8].data.userAgentInfo.browser,opportunityStatusHistory[12].data.userAgentInfo.browser,currentOpportunityStatus.data.userAgentInfo.device,currentOpportunityStatus.data.userAgentInfo.platform,currentOpportunityStatus.data.userAgentInfo.browser,lcr.ffReceived,followUpEmailClickInfo.userAgentInfo.device,followUpEmailClickInfo.userAgentInfo.platform,followUpEmailClickInfo.userAgentInfo.browser,followUpEmailClickInfo.updatedAt,leadCategory,leadSegment,mercuryId,conversionPage,leadSource,applicantInitialLoginInfo.userAgentInfo.device,applicantInitialLoginInfo.userAgentInfo.platform,applicantInitialLoginInfo.userAgentInfo.browser,leadOriginatingPage,pluginName,pluginPageSlug,enquiryId,lcr.submitted,brokerName,ffSent,submitted,lcr.settled,broker,broker.mercuryId
6682e58615fafdc129808ba1,62c25bec13e46d0011b87d71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roselyn Silva,,ravi@homeloanexperts.com.au,,,,,,mercury idtest,2022-07-04T03:18:04.319Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e55c92d-80aa-4144-902a-ab9988a28c6c,,Broker's own professional referrer(e.g. Accountant),,,,,,,,,,,,,,
6682e58615fafdc129808ba4,62c26693e1ec770010500ca1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salina Maharjan,,salina.m@homeloanexperts.com.au,,,,,email@mail.com,test new,2022-07-04T04:03:31.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:20:21.228Z,,,,,,,f429e4bc-6d8c-4a0c-8e3c-d8ec8b15b04d,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808baa,62c26ad3af698c0011812092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wozucy@conisocial.it,Smarikafour hletest,2022-07-04T04:21:39.003Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371349,,,,,,,
6682e58615fafdc129808bab,62c26ad6af698c0011812093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mijoxo1672@obxstorm.com,Smarikafive hletest,2022-07-04T04:21:42.901Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371350,,,,,,,
6682e58615fafdc129808bb4,62c2752120bd5b0011563b32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roselyn Silva,,ravi@homeloanexperts.com.au,,,,,test@c.co,mercuryID test4,2022-07-04T05:05:37.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:20:24.135Z,,,,,,,8a45f5aa-6995-4574-ba97-9c9a07474b75,,,,,,,,,,,,,,,,
6682e58615fafdc129808bb6,62c275f470ecbe0012ab31e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uoztfkztot@hletest.com,Salona hletesttt,2022-07-04T05:09:08.733Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477a3b4e-9dd2-46d4-b025-738f047119d3,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808bc1,62c277018749cc001160da44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hexygoqy@onekisspresave.com,Smarikasixteen hletest,2022-07-04T05:13:37.810Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82ad1338-c919-494e-a21e-d4cdaa004ab7,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371378,,,,,,,
6682e58615fafdc129808bc5,62c277f2315cd100118b99af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smarika.t@homeloanexperts.com.au,smarika HLETest,2022-07-04T05:17:38.472Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,afroeurope,5e25fd42-dbca-41f1-9503-a2fb7540c303,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371381,,,,,,,
6682e58615fafdc129808a8b,62b96d3d579212001132fbfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snrmbnfcdi@hletest.com,Salona hletesttt,2022-06-27T08:41:33.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defa3a4e-bb89-4993-af68-529b7495a381,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808a8c,62b98a2b5df61800100e0f48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenish Manandhar,,sanish.n+123@homeloanexperts.com.au,,,,,automatedtest16@trash-mail.com,Automated Test16,2022-06-27T10:44:59.404Z,2022-06-28T05:39:13.599Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b80e21c-28ba-4b80-8707-8bb37ae570b6,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808a8d,62ba91e00bbd4a0012bd6868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abby.larson@hletest.co,Elza Walsh,2022-06-28T05:30:08.004Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371b90aa-9612-4710-8c5d-33c716cf7aa5,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808a92,62bac6f9b0d87000116110c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test2 TT106,2022-06-28T09:16:41.498Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0811320-256e-4b56-96ea-a3e0505a9a17,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808aa1,62bbfcf5b2a0a4001287ed2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salona Bajracharya,,salona.b@homeloanexperts.com.au,,,,,,test7 lead,2022-06-29T07:19:17.427Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4fe4e94-8d58-4620-bfd3-a257f02c113b,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808aa8,62bbfa48b2a0a4001287ed25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salona Bajracharya,,salona.b@homeloanexperts.com.au,,,,,testseven@gmail.com,smarikaseven hle,2022-06-29T07:07:52.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8ea5cb2-22f8-4f52-a8bc-c9844a61183c,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808ab0,62b31aeceb8fcd0011b338c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carolina48@hletest.co,Francisca Murphy,2022-06-22T13:36:44.539Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186d8761-6174-45fa-9577-66148d6e42b3,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808ab9,62b3ffed0b2e9200110a0e98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interest@rate.co,interst Rate Test,2022-06-23T05:53:49.205Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:19:35.456Z,,,,,,,8992ba14-0a41-4505-90ea-c7db64b5d5d9,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808abf,62b536dcbb98a800115a6142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ignatius_klocko@hletest.co,Giovanna Green,2022-06-24T04:00:28.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a643894-5386-4cc9-9ac2-f01e16b1e7ee,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808aca,62b9566a3714ae001152f612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lushifour@homeeeloanexperts.com.au,LushiFour HLETEST,2022-06-27T07:04:10.873Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,c0308cd8-9e6a-425a-86d6-070f85728276,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360706,,,,,,,
6682e58615fafdc129808acb,62b959062a567c0011f88d12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thapasmarika4@gmail.com,Smarikaone hletest,2022-06-27T07:15:18.067Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acbf4223-4420-45d1-84fa-a4be1645133e,,Website - Complete,,,,investment-loans,HLE Enquire Online Extended V2,,360623,,,,,,,
6682e58615fafdc129808acc,62b9635d1b99a600112a3f79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lushifive@homeeeloanexperts.com.au,LushiFive HLETEST,2022-06-27T07:59:25.452Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sydney,22512ed4-b3a9-44ea-b3d2-d89a54fc09ad,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360707,,,,,,,
6682e58615fafdc129808acf,62b9731e8c3e160011e20f96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lushiten@homeeeloanexperts.com.au,LushiTen HLETEST,2022-06-27T09:06:38.233Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0efcfe4-1178-4e80-b12a-1a0795b09102,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360712,,,,,,,
6682e58615fafdc129808ad1,62ba98fe0d8455001137606e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenish Manandhar,,sanish.n+123@homeloanexperts.com.au,,,,,automatedtest54@trash-mail.com,Automated Test54,2022-06-28T06:00:30.735Z,2022-06-28T06:03:30.286Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b80c12-fee8-4add-9000-73e0ed778fb4,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808ad6,62bac495b0d87000116110c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,karen.donnelly@hletest.co,Rosalinda Hackett,2022-06-28T09:06:29.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb1de70e-9e2f-4b3e-82a1-979c8f0fdf2e,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808ad7,62bada37982346001130aa36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lushitwentry@homeeeloanexperts.com.au,LushiTwentry HLETEST,2022-06-28T10:38:47.882Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fe9f5b8-d775-4f1f-896e-75558eb5b847,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360724,,,,,,,
6682e58615fafdc129808ad8,62bb01cd0833b10011ef006e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sraytwentry@homeeeloanexperts.com.au,SrayTwentry HLETEST,2022-06-28T13:27:41.521Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,821ad559-e775-4dcb-a8a5-f31ebe28133c,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360733,,,,,,,
6682e58615fafdc129808adc,62bbdeaef82caf0012950d77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salona Bajracharya,,salona.b@homeloanexperts.com.au,,,,,test@broker1.co,Test1 as broker,2022-06-29T05:10:06.757Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e74be29-a30f-48aa-a3e2-d82dcdbdadf8,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808adf,62bbe50b70d17a00124dd2cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenish Manandhar,,sanish.n+123@homeloanexperts.com.au,,,,,automatedtest5000@trash-mail.com,Automated Test5000,2022-06-29T05:37:15.078Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7ac6f72-599b-4d55-aaa7-7e4f24551715,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808ae4,62bd6b8d0b8c3d0011341c82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wugynyro@ryteto.me,Smarikasix HLETEST,2022-06-30T09:23:25.309Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,c9fa40e4-9b5f-4bf2-b809-1a869e03197c,,Website - Complete,,,,specialist-mortgage-brokers-new,HLE Enquire Online Extended V2,,371166,,,,,,,
6682e58615fafdc129808ae6,62b3279f56aae000124ad3b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a@a.com,salona1 hletesttt,2022-06-22T14:30:55.493Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41b1d63d-281d-4466-ba10-a874c0680e01,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808aea,62b3fa424e44a000103a1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a@a.com,salona1 hletesttt,2022-06-23T05:29:38.468Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55c3477d-8a23-4cf7-97a1-3e68ef5adba6,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808aed,62b431b6793ddc001181a793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a@a.com,salona1 hletesttt,2022-06-23T09:26:14.468Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b237ebc3-bde7-466c-8d9d-11489f8bbff3,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808aef,62b534b50aaf5d0011027424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stella_muller@hletest.co,Lacey Lindgren,2022-06-24T03:51:17.418Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00d312e8-894f-4c2a-9ddc-7ca9a22c207b,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808af9,62b93f9a157d7a0012987f89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pptzbaxmvc@hletest.com,Salona hletesttt,2022-06-27T05:26:50.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e68efb26-82ae-4df4-a7db-2c1732ebac67,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808afb,62b959092a567c0011f88d13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smarika048@gmail.com,Smarikatwo hletest,2022-06-27T07:15:21.451Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e221b097-bc4f-476c-867e-bff7c71d052d,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360624,,,,,,,
6682e58615fafdc129808b03,62b96d3722b45100118f730c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ggnitgicou@hletest.com,Salona hletesttt,2022-06-27T08:41:27.442Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46caf9b6-9d34-4049-833b-f26b235506f3,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b0c,62baa0784c3c7200124cbb76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test@gmail.com,smarika hletest,2022-06-28T06:32:24.278Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:19:51.808Z,,,,,,,fc92bd2e-3d0f-48f1-b4f5-2f5306ae9808,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b10,62bb03290833b10011ef006f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wugynyro@ryteto.me,Shrayathirteen hletest,2022-06-28T13:33:29.359Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premium_and_other,640e5432-cb41-42d9-bbc2-779ce34a374a,,Website - Complete,,,,,HLE Enquire Online Extended V2,,360635,,,,,,,
6682e58615fafdc129808b13,62bbd06038d3e30012655303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oren_schultz@hletest.co,Charlene Corkery,2022-06-29T04:09:04.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:19:53.085Z,,,,,,,c3838b2a-bad0-4ac9-827a-280637bbdda0,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b16,62bbd705a3c2ef0011c52fcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testthree@gmail.com,samrikathree hle,2022-06-29T04:37:25.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01T17:19:53.619Z,,,,,,,63cdd6ca-d436-4934-99bf-a06805f76c38,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b17,62bbd7dea3c2ef0011c52fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,automatedtest2127@trash-me.com,Automated Test2127,2022-06-29T04:41:02.329Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef9cb6c0-7500-4668-85d3-1626e62a4e77,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b1a,62bbdf954c01db00116ecec6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salina Maharjan,,salina.m@homeloanexperts.com.au,,,,,,broker test,2022-06-29T05:13:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb5603ae-73d5-4f51-a4cd-9764a1c6d298,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b1e,62bbfb69b2a0a4001287ed27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenish Manandhar,,sanish.n+123@homeloanexperts.com.au,,,,,testeight@gmail.com,smarikaeight hle,2022-06-29T07:12:41.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85dd129f-ed51-4acb-837c-e5fb4e1c632d,,Website - Complete,,,,,,,,,,,,,,
6682e58615fafdc129808b1f,62bc030f1ec25c00110df2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salona Bajracharya,,salona.b@homeloanexperts.com.au,,,,,,test8 lead,2022-06-29T07:45:19.122Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8e2cd79-3f10-4036-8e56-dfb58e992dec,,Website - Complete,,,,,,,,,,,,,,
